Source,Round,Number,Question,Answer
2022 SCOP MS 11,5,18,"A 2015 study of this region by coda-wave cross-correlation found that it contains spheres with iron crystals aligned at right angles to each other. This region lies under the “D double-prime” layer, and although (*) P-waves are transmitted through it, S-waves are not. Geo-dynamo theory holds that the rotation of this region’s liquid outer zone generates Earth’s magnetic field. For ten points, name this region of Earth consisting of an iron-nickel alloy found below the mantle.",Earth’s core (accept inner core before “D double-prime” is read)
2022 SCOP MS 11,5,19,"This general ordered William Shippen to inoculate all troops against variola, and used fog as cover to evacuate his troops to Manhattan after the Battle of Brooklyn Heights. A force of (*) Hessian mercenaries were routed by this man in a surprise attack after Christmas Day, 1776. For ten points, name this Commander in Chief of the Continental Army and first President of the United States.",George Washington
2022 SCOP MS 11,5,20,"This poem’s speaker imagines “Seraphim whose foot-falls tinkled on the tufted floor” and begs to “quaff this kind nepenthe” [neh-PEN-thee] to forget his dead lover. This poem’s title figure refuses to go out into the (*) “Night’s Plutonian shore,” and instead perches on a “bust of Pallas just above” a “chamber door” to taunt this poem’s speaker about his lost love, Lenore. For ten points, name this poem by Edgar Allan Poe in which the title bird seems to repeat the word “nevermore.”",The Raven
2022 SCOP MS 11,6,1,"This city’s Adams Morgan neighborhood was partially shaped by the L’Enfant and McMillan Plans. This city and its suburbs are surrounded by the Beltway, and it is across the (*) Potomac River from Arlington, Virginia. A Daniel Chester French sculpture in this city sits across a reflecting pool from an obelisk on the National Mall. For ten points, name this planned city, the location of the Lincoln Memorial, Capitol Hill, and the White House.","Washington, D.C. (accept District of Columbia; prompt on “D.C.;” do not accept or prompt on “Washington” alone)"
2022 SCOP MS 11,6,2,"An essay about this genre of play Apollonian and Dionysian types of it. The central conflict of this dramatic genre should inspire catharsis in the audience, according to Aristotle’s Poetics, which discusses the difference between satyr plays and this genre in the work of (*) Aeschylus and Euripides. For ten points, name this genre of play used to tell stories of personal flaws, fatal mistakes, and misfortune, unlike the genre of comedy.",Greek tragedy (accept tragoidia; prompt on “drama” before “dramatic genre” is read; prompt on “plays” before “satyr plays” is read)
2022 SCOP MS 11,6,3,"It is not magnetism, but this property confines the plasma in a hohlraum to fuse deuterium and tritium. A balance named for this concept can measure mass in the absence of gravity. Torque is proportional to a (*) “moment” named for this concept that explains why dishes remain in place when a tablecloth is quickly pulled away. Newton’s first law concerns, for ten points, what principle that describes the tendency of objects to remain either in uniform motion or at rest?",inertia (accept inertial)
2022 SCOP MS 11,6,4,"A disaster on this continent required lifeboats to be sent to South Georgia Island, where Sir Ernest Shackleton was able to find help for the rest of the men of the Endurance. During the (*) Terra Nova expedition, Robert Scott died on this continent. In 1911, Roald Amundsen’s team won a race for discovery on, for ten points, what continent that was discovered in 1840 and that is home to the South Pole?",Antarctica
2022 SCOP MS 11,6,5,"This god is called Nila-kantha because of a story in which he neutralizes the Hala-hala poison. This father of Kartikeya is known as Mahadeva and as Nataraja, the Lord of the Dance. After this god was separated from his wife, (*) Parvati, he cut off the head of his son, Ganesha, and replaced it with that of an elephant. For ten points, name this blue-throated Hindu destroyer god, who forms the Trimurti with Brahma and Vishnu.",Shiva (accept Siva)
2022 SCOP MS 11,6,6,"The “steam” form of this laboratory technique does not work on azeo-tropes, but is used to extract plants’ essential oils. A “fractional” type of this process partitions the hydrocarbons in crude oil. This lab technique (*) separates components of a liquid mixture according to their differences in boiling points. For ten points, name this lab technique that is used to concentrate alcohol and produce a namesake form of pure water.",distillation (accept word forms like distilling)
2022 SCOP MS 11,6,7,"This team forfeited the second game of a doubleheader after rock DJ Steve Dahl’s “Disco Demolition Night” turned into a riot at Comiskey Park. Kenesaw Mountain Landis banned eight members of this team, including (*) “Shoeless” Joe Jackson, for life after they were accused of intentionally losing the World Series. Lucas Giolito [Lucas jee-oh-lee-toh], Eloy Jimeneź [eh-LOY hih-MEH-nez], and MVP Jose Abreú [José ah-BRAY-yoo] are current players for, for ten points, what American League baseball team that has a local rivalry with the Chicago Cubs?",Chicago White Sox (prompt on “Chicago;” prompt on “Sox”)
2022 SCOP MS 11,6,8,"This event attracted immigrants to a region nicknamed “Jinshan;” the increased population prompted an attack on an outpost on the Fresno River, inciting the Mariposa War. This event began when Charles Bennett and newspaperman (*) Samuel Brannan publicized a discovery made by James Marshall at Sutter’s Mill, and instigated a mass migration. For ten points, name this 1849 event in which prospectors swarmed west to cities like San Francisco in search of a precious metal.",California gold rush (accept 1849 gold rush; accept descriptions like the discovery of gold in California)
2022 SCOP MS 11,6,9,"One of these musical works includes the patriotic song “Land of Hope and Glory” in its “trio” section. Compositions of this type include Edward Elgar’s Pomp and Circumstance ones, which are often played at (*) graduations, and ones named “The Liberty Bell” and “The Washington Post.” John Philip Sousa is the “king” of, for ten points, what musical compositions, such as the “Stars and Stripes Forever,” that help military groups walk in time?",marches (accept military marches)
2022 SCOP MS 11,6,10,"In this novel, an attack led by Pilkington and Frederick ends with the death of a stable boy, and forces Jones to abandon his land. In this novel, the Order of the Green Banner is invented for a leader who chases away a war hero named (*) Snowball after the Battle of the Cowshed. Despite being a “Hero, First Class,” Boxer is sent to a glue factory by Napoleon in this novel. For ten points, name this novel by George Orwell in which a group of pigs take over the title location.",Animal Farm
2022 SCOP MS 11,6,11,"Eight of these vehicles were involved in the failed Operation Eagle Claw. Many of these vehicles were pushed into the ocean after they evacuated civilians from Saigon. The company Sikorsky won a bid to produce these vehicles, which are called (*) Marine One when they transport the US President. During the Battle of Mogadishu, two of these vehicles called Black Hawks were shot down. For ten points, name this type of rotor-powered aircraft that can take off vertically.",helicopters (prompt on “copter(s)”; prompt on “aircraft” until it is read; do not prompt on “airplane” or similar)
