Source,Round,Number,Label,Question,Answer
2022 SCOP MS 11,4,5,B,"Washington was advised during the Whiskey Rebellion by this man, who had been Washington’s aide-de-camp during the Revolution. As the first Secretary of the Treasury, this man was blamed for creating the whiskey tax.",Alexander Hamilton
2022 SCOP MS 11,4,5,C,"As the Regular Army was small, the troops amassed by Washington were largely from these state-based bodies. The Second Amendment notes that these bodies must be “well regulated” for the “security of a free State.”",militias
2022 SCOP MS 11,4,6,L,"This poet wrote “Nature’s first green is gold” and described two paths that “equally lay / in leaves no step had trodden black.” For ten points each,",
2022 SCOP MS 11,4,6,A,Name this American poet of “Nothing Gold Can Stay” and “The Road Not Taken.”,Robert Frost (accept Robert Lee Frost)
2022 SCOP MS 11,4,6,B,"In another poem by Frost, an unnamed speaker watches this weather phenomenon while “Stopping by Woods.” He eventually decides to leave, saying “I have promises to keep / and miles to go before I sleep.”",snow (accept snowstorm or snowfall; accept Stopping by Woods on a Snowy Evening)
2022 SCOP MS 11,4,6,C,"Frost declared, “the land was ours before we were the land’s” in this poem, which he recited at John F. Kennedy’s inauguration.",The Gift Outright
2022 SCOP MS 11,4,7,L,"In the equation computing this quantity for a box moving up a ramp, force can be replaced with mass times little g times the sine of the angle. For ten points each,",
2022 SCOP MS 11,4,7,A,Name this quantity that is equal to the energy transferred to a moving object. This quantity is usually expressed as force times distance.,work
2022 SCOP MS 11,4,7,B,"Although it does not decrease the work, a ramp does reduce the force that is needed to lift the box. This is because a ramp acts as this type of simple machine.",inclined plane
2022 SCOP MS 11,4,7,C,"If the box slides back down the ramp at a constant speed, then the coefficient of friction can be found by applying this function to the ramp’s angle.",tangent (accept tan)
2022 SCOP MS 11,4,8,L,"The loser of this battle, Harold Godwinson, had defeated Tostig and Harald Hardrada only five days earlier at Stamford Bridge. For ten points each,",
2022 SCOP MS 11,4,8,A,"Name this 1066 battle. At this battle, Harold Godwinson was defeated by William the Conqueror as they fought for succession after the death of Edward the Confessor.",Battle of Hastings
2022 SCOP MS 11,4,8,B,"William the Conqueror claimed legitimate succession to the English throne, although he was born and raised in this region in what is now northwestern France.",Normandy
2022 SCOP MS 11,4,8,C,"Before the battle, William the Conqueror interpreted this astronomical object as an omen of his victory. This object appears in the Bayeux Tapestry’s depiction of the Battle of Hastings.",Halley’s Comet (prompt on “comet”)
2022 SCOP MS 11,4,9,L,"This museum honors musicians like Aretha Franklin, the Beatles, and Tina Turner, a 2021 inductee. For ten points each,",
2022 SCOP MS 11,4,9,A,"Name this museum dedicated to commemorating great musicians in a certain music genre. A glass pyramid makes up part of this museum in Cleveland, Ohio.",Rock and Roll Hall of Fame and Museum (accept RRHoF; accept Rock Hall; prompt on “Hall of Fame”)
2022 SCOP MS 11,4,9,B,Another glass pyramid designed by the same architect is in the courtyard of this French art museum that is home to the Mona Lisa and the Venus de Milo.,Louvre Museum (accept Musee du ´ Louvre)
2022 SCOP MS 11,4,9,C,The glass pyramids at the Rock and Roll Hall of Fame and the Louvre were both designed by this Chinese-American architect who passed away in 2019.,I.M. Pei (accept Ieoh Ming Pei)
2022 SCOP MS 11,4,10,L,"The Onion’s fictional persona of this politician, portraying him as a drug dealer and muscle car driver, was retired in March 2020, as were hopes that he would appear in more television shows. For ten points each,",
2022 SCOP MS 11,4,10,A,Name this actor-turned-president who delivered an anti-assault monologue on a 2016 episode of Law and Order: SVU while he was Barack Obama’s vice president.,"Joe Biden (accept Joseph Robinette Biden, Jr)"
2022 SCOP MS 11,4,10,B,"SVU isn’t Joe Biden’s only television appearance. In the 2010s, he appeared on two episodes of this satirical show in which Leslie Knope, played by Amy Poehler, navigates the city-level bureaucracy of Pawnee, Indiana.",Parks and Recreation
2022 SCOP MS 11,4,10,C,"While serving as a Delaware senator, Biden also appeared on a children’s game show named for this fictional thief. Players showed off their knowledge of geography to help find “Where in the World” this woman was.",Carmen Sandiego (accept either underlined name; accept Where in the World is Carmen Sandiego?)
2022 SCOP MS 11,4,11,L,"Give the following about Kublai Khan, for ten points each.",
2022 SCOP MS 11,4,11,A,Kublai Khan founded this dynasty of China. Revolts by the Han majority led to this dynasty being replaced by the Ming Dynasty.,Yuan Dynasty (accept Mongol Dynasty)
2022 SCOP MS 11,4,11,B,"Kublai Khan received this traveler as a visitor to his court. While imprisoned, this Italian wrote a book describing the wonders of Kublai Khan’s court for Western audiences.",Marco Polo
2022 SCOP MS 11,4,11,C,"Kublai Khan’s mainland campaigns were largely successful, but his two invasions of Japan were each thwarted by typhoons, described in Japanese by this term, meaning “divine wind.”",kamikaze
2022 SCOP MS 11,4,12,L,"Sam-n-eric warn Ralph that this literary character has “sharpened a stick at both ends” and plans to use it to kill him. For ten points each,",
2022 SCOP MS 11,4,12,A,"Name this cruel boy from a William Golding novel, who tortures Wilfred and kills Ralph’s friend while following Jack Merridew.",Roger
2022 SCOP MS 11,4,12,B,"Roger joins Jack Merridew’s tribe of hunters in this novel by William Golding. In this novel, a group of young boys crash-land on a deserted island and start a war amongst themselves.",Lord of the Flies
2022 SCOP MS 11,4,12,C,"In Lord of the Flies, Roger rolls a boulder onto this asthmatic boy, killing him. This boy’s glasses are used to light signal-fires, and become a trophy of power when Jack takes possession of them.",Piggy
2022 SCOP MS 11,4,13,L,"The formation sequence of this mineral starts with peat and proceeds through lignite, bituminous, and anthracite. For ten points each,",
2022 SCOP MS 11,4,13,A,Name this carbon-based sedimentary rock that also serves as a major fossil fuel. It is burned in power plants that supply forty percent of the world’s electricity.,coal
2022 SCOP MS 11,4,13,B,"In general, coal is extracted from underground mines and open pits, or by this method in which long bands of earth are removed from the surface. This method tends to obliterate landscapes and cause severe soil erosion.",strip mining (accept word forms like stripping)
2022 SCOP MS 11,4,13,C,"Like oil, coal can be transported through pipelines by using water to form this type of solid-liquid mixture. A 1972 flood of this coal mixture killed more than one hundred people in West Virginia.",slurry
2022 SCOP MS 11,4,14,L,"This high-pitched brass instrument has three valves, and is related to the cornet and the flugelhorn. For ten points each,",
2022 SCOP MS 11,4,14,A,Name this jazz instrument played by Miles Davis and Wynton Marsalis.,"trumpet (accept specific types, such as bass trumpet or piccolo trumpet)"
2022 SCOP MS 11,4,14,B,"This trumpeter, nicknamed “Satchmo,” recorded two albums with Ella Fitzgerald, and is renowned for his performance of “What a Wonderful World.”",Louis Armstrong (accept Louis Daniel Armstrong)
2022 SCOP MS 11,4,14,C,"This jazz trumpeter was known for puffing out his cheeks while playing a signature, bent trumpet. This bebop musician wrote “A Night in Tunisia” and “Salt Peanuts.”",Dizzy Gillespie (accept John Birks Gillespie)
2022 SCOP MS 11,4,15,L,"Abraham Maslow believed that fully self-actualized people underwent feelings of harmony called “peak experiences,” which could be induced with these substances. For ten points each,",
2022 SCOP MS 11,4,15,A,"Name this class of drugs that includes psilocybin and LSD. Today, these drugs are being researched for their potential use in treating depression.",psychedelic drugs (accept hallucinogenic drugs; accept psychoactive drugs; accept psychotropic drugs)
2022 SCOP MS 11,4,15,B,"In addition to depression, psychedelic drugs may also help treat this disorder that might be caused by exposure to highly shocking or hurtful events, such as abuse, assault, or war.",post-traumatic stress disorder (accept PTSD; prompt on “anxiety”)
2022 SCOP MS 11,4,15,C,Another focus of psychedelic research is the treatment of the “cluster” type of this common ailment. A severe form of this ailment is called a migraine.,cluster headache
2022 SCOP MS 11,4,16,L,"In Judaism, Rosh Hashanah celebrates this event on the first and second days of the month of Tishrei. For ten points each,",
2022 SCOP MS 11,4,16,A,Name this general event that occurs when the calendar begins afresh.,new year (accept descriptions like “the beginning of the year”)
2022 SCOP MS 11,4,16,B,"Rosh Hashanah begins this group of Jewish holidays, which end with the Day of Atonement on the tenth day of Tishrei.",High Holy Days (accept Days of Awe; accept Yamim Noraim)
2022 SCOP MS 11,4,16,C,"The “Day of Atonement” is this last of the High Holy Days. On this day, each person’s fate for the new year is sealed in the Book of Judgement.",Yom Kippur (accept Yom HaKippurim)
2022 SCOP MS 11,4,17,L,"Wholly aquatic amphibians tend to excrete nitrogenous waste as ammonia, and terrestrial amphibians excrete this waste product. For ten points each,",
2022 SCOP MS 11,4,17,A,"Name this chemical with formula CH4N2O [spell out], a waste product of protein digestion in mammals that is filtered out of the blood by the kidneys.",urea (accept carbamide; do not accept or prompt on “urine”)
